medsos,comment
Youtube,Ka kenapa aku make yang pink malah keluar jerawat yah
Youtube,"kulit aku kombinasi, pake yg biru malah minyakan bgt, pake yg pink terlalu kering di aku. skrg lg mau coba yg truffle biome, semoga cocok🥹"
Youtube,Klo untuk kulit kusam cocoknya pake yang apa kak..umur 26thn
Youtube,Saya pake yg pink ko wajah saya malah tambah kering ya ka?
Youtube,Mbak. Kalau yg boba bisa diaduk jadi satu sampai bleded? Soalnya kerjaanku di lapangan dan sudah kalau bawa jar dan sendoknya. Rencanaku mau aku masukin ke airless pump biar simple dan tetap steril. Mohon dibantu respon ya
Youtube,Baunya yg biru bau obat gitu ngga kak
Youtube,"Udah cocok banget pake serum symwhite sama mois yg pink krena di aku cocok bgt buat bekas jrwat dan mncerahkan tp harus ganti krena bumil ,bngung mo yg biru atau truffle😢"
Youtube,Kak bisakah bis pake  ini langsung pake cusionnya skintific?
Youtube,"kakak buat kulit normal kadang kering, ada komedo di hidung dan di dagu kulitnya bertekstur kayak kulit ayam pakai yang mana? tolong dijawab ya kak"
Youtube,"kakak buat kulit normal kadang kering, ada komedo di hidung dan di dagu kulitnya bertekstur kayak kulit ayam pakai yang mana? tolong dijawab ya kak"
Youtube,kak untuk kulit kering better skintific apa wardah hydra rose?? galau banget antara 2 ini 😭
Youtube,Kak kalo kulit kering dan kusam bagusnya pake yang biru apa yang pink?
Youtube,Klu buat yg flek hitam dan melasma yg mana ya bagusnya..sy dah pki yg trupple biome..
Youtube,"Tolong mnta saran nya donk ka,,klau kulit wajah yg kering,berminyk nya hanya di hidung sedikit aja sih,bekas jerawat/jerawat nya sedikit,yang mna ya??"
Youtube,Bantu jawab dong. 🙏🏻 Kalau kita pakai cream muka urutan untuk pakai skintificnya gimana? Cuci muka truss??….
Youtube,"Bolehbgak dipake sama vitacid, urutannya gimana?"
Youtube,"Kak, mau tanya. Kl mlm pake moisturizer renew n retinol trs kl pagi pake serum n moisturizer yg pink. Knp jrwat muncul di dekat alis aja y. Trims"
Youtube,"Terimakasih sharingnya yaa...aku skg lg nyoba yg set Barrier Repair, Brightening dan SymWhite. Alhamdulillah dlm hitungan hari sdh kelihatan memperbaiki skin barrier dan kecerahan wajahku,  jg dikit2 dark spot bekas jerawat memudar. Pengen bgt nyobain yg truffle biome secara kulit aku lumayan kering soalnya.😊"
Youtube,hbs pake toner n pure trs lanjut pake skintific moist pink aman ga ka?
Youtube,"kak maaf salfok spill lipsnya di video, cakep bngt 😭"
Youtube,Ka aku menyusui tp udah terlanjur beli yang pink
Youtube,"saran dari aku ajah yah dari pengalaman, buat kalian yang kulitnya oily banget sebaiknya g usah pakai yg 5x ceramide karena itu akan membuat muka kalian jadi kalang minyak, jadi buat yg oily baiknya pakai yg msh niacinamide ajah mayan mengurangi minyak + memudarkan dark spot, dan juga entah kenapa gw yg jerawtan pakai yg pink Alhamdulillah cocok ngurangin jerawat ku + bekas bekasnya😭🙏🏻"
Youtube,"kak aku ada iritasi juga yang kaya kaka pake kebanyakan, produk apa yang bisa bikin reda ya 😭😭😭"
Youtube,next moisturizer the originote kak
Youtube,Aman busuih gak kak
Youtube,Utk yg usia 50+ bagus yg mana mba
Youtube,Ka aku baru berhenti dari skincare dokter trus ada darksportnya bagus gak kalo pake yang trufle
Youtube,Kak yg lebih cocok buat muka merah 2apa ya
Youtube,"Kak kalau baru mau coba skincare stlh sekian lama g pernah pakek skincare lagi kira2 pakek yg mana kk? Kulit berminyak kusam, Saya menyusui 
Katanya bagus biru kalau untuk busui, tp jg ada yg bilang kalau kulit berminyak jgn pakek yg biru"
Youtube,kak kalau buat yang kulit gradakan pakai yang mana ya?
Youtube,Kak kalo seperti saya yg kulitnya agak berminyak dan gmpang jerawat
Youtube,Klau kulit berjeragat kusam kering pakai yg mna ya
Youtube,Saran nya ka buat aku yang punya kulit wajah berminyak komedoan berutusan tapi ga ter lalu parah sih
Youtube,Aku mau coba pake scincre tapi scincre apa yang bagus buat kulit wajah berminyak komedoan beruntusan
Youtube,Yg aman untuk bumil dan mnyusui sebaiknya pakaibyg mana
Youtube,"Kak kl utk kulit kemerahan di bagian tulang pipi, cocok pakai apa..."
Youtube,Ka kalau skintific truffle biome barengan sama niacimide bisa ga ya ?
Youtube,"Kak klo pake yg moisturizer pink, serum nya yg symwhite 377 skintific boleh gak kak?"
Youtube,"Kak, mau nanya kalo yg biru boleh jg ga di pakai utk malam? Mohon di jwb ya. Mksh"
Youtube,Sy pkai yg putih
Youtube,Kak kalo habis pake skincare merkuri bagusnya pake yg mana ya? Tolong dijawab
Youtube,"Bagi pengalaman nih kak... sy kebetulan type kulit yg berminyak tp sy pake moisturizer skintific yg warna biru alhamdulillah setelah habis 1 pot di sy perubahan nya keliatan bgt... kulit muka jd halus dan ga jerawatan lg, nah sy pikir tu kan sudah aman buat pake moisturizer skintific niacinamide sy ganti lah yg warna Pink, malah jadi jerawatan dan bruntusan parah kak, entah knp ya kak muka sy tu klo pake skincare yg ada kandungan niacinamide nya selalu begitu... tp klo pake yg ada kandungan alpha arbutin gpp kak..."
Youtube,Aku jual skintific biru 91k (harga setelah pakai voucher live 10k dishopee) yang minat komen ya
Youtube,"Maf ka mau nanya, klo utk pagi urutannya ap aja ya, apa cuci muka,toner,skhintific,day cream, sunschreen ? Dn klo mlm urutannya apa aja ya, apkh cuci muka,toner,skhinfitic,serum(retinol),cream mlm . Apa gmn ya ? Please jwb ya ka."
Youtube,klo muka kemerahan ditambah bekas jrwt itu mke yg mn
Youtube,"Kak,, mohon bantu Jawab untuk usia 40 kulit kering kusam dan flek pakai yg mana?"
Youtube,"Kak kalo kita uda pakai yg merkuri bgs nya pakai yg biru ato pink, krn muka saya ada flek nya"
Youtube,"Urutan pemakaian nya duluan serum atau moisturizer ka?
Soalnya aku pemulaa"
Youtube,"Butuh banget review ini, pengen nyari hidrasi termantul."
Youtube,Truffle biome bisa di pakai saat exfoliasi g kk
Youtube,Ka kalo pagi pake biru malam pake yg pink bisa gak ?
Youtube,Bertele2
Youtube,kalo pagi pake msh terus malemnya pake yanh 5× ceramide boleh ngga kak?
Youtube,"Udah coba yg biru sama truffle biome, malah menurutku lebih menghidrasi yang biru, kalo truffle biome lebih ke menyeimbangkan kondisi kulit kita tapi lumayan ngurangin jerawat. Jadi kupakai dua2nya, yang biru buat daily, yang truffle biome buat malam Hari biar kalo pagi2 nggak kek kilang minyak."
Youtube,Bisakah yg thruffle dipake dipagi hari buat kulit kering?apakah gak jadi kilang minyak kak disiang hari?
Youtube,Vs ini sama panthenol 5% via short gpp kak
Youtube,"Huhuu aku pakai set skintific drakspot , 😢 bruntusan satu muka terus dibagian pipi agak merah , kering jugaa😌 udah aku stop pemakai.
Tolonggg kasiihh masukan:')"
Youtube,"Utk usia up 50y, jenis normal to dry, pori2 besaar warna kulit gak rata.
Baiknya pake pelembab dan serum yg manakah? Tks"
Youtube,kak muka q banyak bintik2 hitam dan flek hitam harus pakai yg mana ya.kak
Youtube,"Saya pemula ka.. beli 3 set glowing dapat yg mousterizer barrier gel, mousterizer,  brightening, serum dan facial oil. Nah pengen cerah, tapi bisa ga di pakai kadang-kadang khusus yg barrier. Pengen fokus mencerahkan."
Youtube,Kak kalo moisturizer msh niacinamide di gabung sama serum 377 bisa ga ya
Youtube,Kakak pakai skincare apa ?
Youtube,"Kk, klo usia 55 THN kusam cocok skintific kah? Yg mana?"
Youtube,Ka kenapa aku make yang pink malah keluar jerawat yah
Youtube,"kulit aku kombinasi, pake yg biru malah minyakan bgt, pake yg pink terlalu kering di aku. skrg lg mau coba yg truffle biome, semoga cocok🥹"
Youtube,Klo untuk kulit kusam cocoknya pake yang apa kak..umur 26thn
Youtube,Saya pake yg pink ko wajah saya malah tambah kering ya ka?
Youtube,Mbak. Kalau yg boba bisa diaduk jadi satu sampai bleded? Soalnya kerjaanku di lapangan dan sudah kalau bawa jar dan sendoknya. Rencanaku mau aku masukin ke airless pump biar simple dan tetap steril. Mohon dibantu respon ya
Youtube,Baunya yg biru bau obat gitu ngga kak
Youtube,"Udah cocok banget pake serum symwhite sama mois yg pink krena di aku cocok bgt buat bekas jrwat dan mncerahkan tp harus ganti krena bumil ,bngung mo yg biru atau truffle😢"
Youtube,Kak bisakah bis pake  ini langsung pake cusionnya skintific?
Youtube,"kakak buat kulit normal kadang kering, ada komedo di hidung dan di dagu kulitnya bertekstur kayak kulit ayam pakai yang mana? tolong dijawab ya kak"
Youtube,"kakak buat kulit normal kadang kering, ada komedo di hidung dan di dagu kulitnya bertekstur kayak kulit ayam pakai yang mana? tolong dijawab ya kak"
Youtube,kak untuk kulit kering better skintific apa wardah hydra rose?? galau banget antara 2 ini 😭
Youtube,Kak kalo kulit kering dan kusam bagusnya pake yang biru apa yang pink?
Youtube,Klu buat yg flek hitam dan melasma yg mana ya bagusnya..sy dah pki yg trupple biome..
Youtube,"Tolong mnta saran nya donk ka,,klau kulit wajah yg kering,berminyk nya hanya di hidung sedikit aja sih,bekas jerawat/jerawat nya sedikit,yang mna ya??"
Youtube,Bantu jawab dong. 🙏🏻 Kalau kita pakai cream muka urutan untuk pakai skintificnya gimana? Cuci muka truss??….
Youtube,"Bolehbgak dipake sama vitacid, urutannya gimana?"
